00000007092;Муфта НПВХ коричневый ремонтн Дн110 б/нап в комплекте Ostendorf;2;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;D0;48,71;79;0202-00036;&;0
00000007095;Муфта НПВХ коричневый 2-х растр Дн110 б/нап в комплекте Ostendorf;4;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;D1;78,78;126;0202-00039;&;0
00000007100;Заглушка НПВХ коричневый Дн110 б/нап в комплекте Ostendorf;25;Водоотведение;Трубы для наружного водоотведения и соед части;Ostendorf;S;D0;32,28;50;0202-00044;&;0
00000007140;Кран шаровой латунь Faro Ду25 НР/нак.г рычаг STC 1207;81;Запорная арматура;Краны;STC;S;P2;507,63;740,3;0301-00278;@;0
00000007155;Затвор дисковый поворотный  Ду80 Ру16 межфл рукоятка чуг.,диск-чуг,EPDМ,110С KVANT;2;Запорная арматура;Затворы;KVANT;S;P2;1 232,86;1 867;0303-00299;&;0
00000007156;Затвор дисковый поворотный  Ду100 Ру16 межфл рукоятка чуг.,диск-чуг,EPDМ,110С KVANT;2;Запорная арматура;Затворы;KVANT;S;P2;1 564,92;2 370;0303-00300;&;0
00000007159;Затвор дисковый поворотный  Ду200 Ру16 межфл рукоятка чуг.,диск-чуг,EPDМ,110С KVANT;2;Запорная арматура;Затворы;KVANT;S;P2;3 907,46;5 920;0303-00303;&;0
00000007315;Счётчик х/в СТВХ-80 Ду80 40C фл в комплекте ПК Прибор 030-0213;1;Приборы учета и КИП;Счетчики воды;ПК Прибор;S;P2;5 950,87;8 974;0704-00158;&;0
00000007410;Пробка PP-R Дн50 ПК Контур 011606050000;6;Трубопроводы и соединительные части;Труба полипропиленовая (PP-R)и соединительные части;ПК Контур;S;D0;16,13;28,9;0105-01059;&;0
00000007415;Клапан ручной  Ду15 прям Comap 419204;47;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Comap;S;P2;400,44;575;0503-00106;&;0
00000007416;Клапан ручной  Ду20 прям Comap 419206;15;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Comap;S;D0;735,99;1 055;0503-00407;&;0
00000007417;Клапан ручной  Ду15 угл Comap 418204;24;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Comap;S;D0;374,21;536;0503-00406;&;0
00000007422;Клапан запорн  Ду15 прям Comap 429204;1;Отопительное оборудование;Регулирующая арматура и узлы подключения для приборов отопления;Comap;Z;NL;250,88;339;0503-00404;&;0
00000007608;Нить уплотнительн УНИ-ЛОК 80м Tangit  ШВ24;7;Изоляция и уплотнение;Уплотнительные материалы;Tangit;S;D0;500,25;768;1002-00217;&;0
00000007610;Прокладка кольцевая паронит Ду250 Ру10-16  ГОСТ 15180-86;10;Изоляция и уплотнение;Уплотнительные материалы;_;S;D0;43,99;72;1002-00124;&;0
00000007611;Прокладка кольцевая паронит Ду400 Ру10-16  ГОСТ 15180-86;3;Изоляция и уплотнение;Уплотнительные материалы;_;S;NL;91,44;147;1002-00125;&;0
00000007613;Болт М24х150 вес ГОСТ 7798-70;20,2;Трубопроводы и соединительные части;Крепежные изделия;_;Z;D0;67,72;77;0112-00037;&;0
00000007647;Шпилька сталь оц М16х1000;61;Трубопроводы и соединительные части;Крепежные изделия;_;S;D0;90;141;0112-00108;@;0
00000007648;Шпилька сталь оц М20х1000;10;Трубопроводы и соединительные части;Крепежные изделия;_;S;P2;148,81;224;0112-00109;@;0
00000007659;Устройство отборное 16-200П-ЗТМ   НПО Карат;10;Приборы учета и КИП;Комплектующие для КИП;НПО Карат;S;D0;673,36;927;;&;0
00000007660;Переход сталь оц Дн45х32 ГОСТ 17378-2001 ПЗКТ;7;Трубопроводы и соединительные части;Труба стальная и соединительные части;ПЗКТ;S;D0;19,33;33;0101-00625;@;0
00000007722;Труба НПВХ Дн110х3,0 L=2,0м класс N Wavin 22746020;2;Водоотведение;Трубы для наружного водоотведения и соед части;Wavin;Z;NL;618,25;835,76;0202-00145;&;0
00000007748;Труба гофрированная 36,5 для трубы 32 красный Henco;100;Изоляция и уплотнение;Изоляция и термоизоляция;Henco;S;NL;116,94;201,14;1001-00516;&;0
00000007819;Соединитель латунь никель Дн16х1/2" Faro НР для мп STC 6400;43;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D2;48,25;85,27;0103-00113;@;0
00000007822;Соединитель латунь никель Дн16х3/4" Faro НР для мп STC 6400;40;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;65,44;113,69;0103-00114;@;0
00000007868;Соединитель латунь никель Дн20х1/2" Faro НР для мп STC 6400;85;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;74,69;128,23;0103-00115;@;0
00000007869;Соединитель латунь никель Дн20х3/4" Faro НР для мп STC 6400;27;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D2;73,37;135,5;0103-00116;@;0
00000007870;Соединитель латунь никель Дн26х3/4" Faro НР для мп STC 6400;5;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;D0;120,3;220,77;0103-00117;@;0
00000007871;Соединитель латунь никель Дн26х1" Faro НР для мп STC 6400;54;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;128,23;235,31;0103-00118;@;0
00000007872;Соединитель латунь никель Дн32х1" Faro НР для мп STC 6400;22;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;195,65;327,19;0103-00119;@;0
00000007874;Соединитель латунь никель Дн16х3/4" Faro ВР для мп STC 6405;29;Трубопроводы и соединительные части;Труба металлопластиковая (Pex-Al-Pex, Pex-Al-Pert )и соединительные части;STC;S;P2;70,73;120,96;0103-00107;@;0
